name,ticker
한양디지텍,078350.KS
STX엔진,077970.KS
동국알앤에스,075970.KS
빛과전자,069540.KS
듀오백,073190.KS
삼진엘앤디,054090.KS
폴라리스AI파마,041910.KS
NICE,034310.KS
대교,019680.KS
세진티에스,067770.KS
한솔인티큐브,070590.KS
리튬포어스,073570.KS
테라사이언스,073640.KS
우주일렉트로,065680.KS
기업은행,024110.KS
이엔플러스,074610.KS
SOOP,067160.KS
드림어스컴퍼니,060570.KS
버킷스튜디오,066410.KS
원익QnC,074600.KS
로체시스템즈,071280.KS
에스텍,069510.KS
오텍,067170.KS
키이스트,054780.KS
현대에버다임,041440.KS
한솔홈데코,025750.KS
중앙백신,072020.KS
휴비츠,065510.KS
우리산업홀딩스,072470.KS
디지털대성,068930.KS
이수페타시스,007660.KS
강원랜드,035250.KS
유아이디,069330.KS
티씨케이,064760.KS
YG PLUS,037270.KS
아모텍,052710.KS
농심홀딩스,072710.KS
웰크론,065950.KS
파워로직스,047310.KS
한국금융지주,071050.KS
이엘씨,041520.KS
유엔젤,072130.KS
SBS,034120.KS
홈캐스트,064240.KS
씨씨에스,066790.KS
웹젠,069080.KS
엔씨소프트,036570.KS
하이스틸,071090.KS
대화제약,067080.KS
우수AMS,066590.KS
JW신약,067290.KS
하츠,066130.KS
빅텍,065450.KS
탑엔지니어링,065130.KS
DSR제강,069730.KS
이루온,065440.KS
태경케미컬,006890.KS
재영솔루텍,049630.KS
한국큐빅,021650.KS
인터플렉스,051370.KS
삼영이엔씨,065570.KS
하이퍼코퍼레이션,065650.KS
한성크린텍,066980.KS
리더스코스메틱,016100.KS
한농화성,011500.KS
케이피엠테크,042040.KS
디티씨,066670.KS
아이로보틱스,066430.KS
초록뱀미디어,047820.KS
인크레더블버즈,064090.KS
쎌바이오텍,049960.KS
NE능률,053290.KS
테크엘,064520.KS
현대백화점,069960.KS
KG이니시스,035600.KS
비엘팜텍,065170.KS
대호에이엘,069460.KS
대웅제약,069620.KS
플래스크,041590.KS
마니커,027740.KS
SNT홀딩스,036530.KS
티케이지휴켐스,069260.KS
새로닉스,042600.KS
SJG세종,033530.KS
오리엔트정공,065500.KS
에이전트AI,060900.KS
국보디자인,066620.KS
아이톡시,052770.KS
에스아이리소스,065420.KS
포니링크,064800.KS
포스코스틸리온,058430.KS
폴라리스AI,039980.KS
현대바이오,048410.KS
삼성출판사,068290.KS
세이브존I&C,067830.KS
에스피지,058610.KS
토탈소프트,045340.KS
교보증권,030610.KS
서호전기,065710.KS
파커스,065690.KS
한샘,009240.KS
HC홈센타,060560.KS
서울리거,043710.KS
아비코전자,036010.KS
큐렉소,060280.KS
제이케이시냅스,060230.KS
우원개발,046940.KS
티사이언티픽,057680.KS
인선이엔티,060150.KS
와이어블,065530.KS
SM Life Design,063440.KS
우신시스템,017370.KS
지어소프트,051160.KS
지엔코,065060.KS
셀루메드,049180.KS
KH바텍,060720.KS
알에프텍,061040.KS
에스폴리텍,050760.KS
이랜텍,054210.KS
ES큐브,050120.KS
케이피티유,054410.KS
3S,060310.KS
LG전자,066570.KS
화일약품,061250.KS
오상자이엘,053980.KS
콜마홀딩스,024720.KS
농우바이오,054050.KS
케이엘넷,039420.KS
SNT모티브,064960.KS
에스티아이,039440.KS
잉크테크,049550.KS
대한뉴팜,054670.KS
씨티씨바이오,060590.KS
인탑스,049070.KS
LS마린솔루션,060370.KS
피씨디렉트,051380.KS
광주신세계,037710.KS
구영테크,053270.KS
한국기업평가,034950.KS
뉴보텍,060260.KS
동양에스텍,060380.KS
백금T&A,046310.KS
고려신용정보,049720.KS
서울반도체,046890.KS
아가방컴퍼니,013990.KS
한주에이알티,058450.KS
미코,059090.KS
유신,054930.KS
프럼파스트,035200.KS
한국컴퓨터,054040.KS
대동스틸,048470.KS
링네트,042500.KS
크레오에스지,040350.KS
팬스타엔터프라이즈,054300.KS
한빛소프트,047080.KS
일진디스플,020760.KS
NHN KCP,060250.KS
CNT85,056730.KS
금강철강,053260.KS
스타코링크,060240.KS
동아화성,041930.KS
비츠로시스,054220.KS
오리엔탈정공,014940.KS
웰킵스하이텍,043590.KS
리노공업,058470.KS
성우테크론,045300.KS
에스에프에이,056190.KS
신화인터텍,056700.KS
엑사이엔씨,054940.KS
피에이치에이,043370.KS
종근당바이오,063160.KS
APS,054620.KS
코위버,056360.KS
성호전자,043260.KS
YW,051390.KS
삼영엠텍,054540.KS
이니텍,053350.KS
유진로봇,056080.KS
태웅,044490.KS
경남제약,053950.KS
삼보모터스,053700.KS
한컴위드,054920.KS
코미팜,041960.KS
프리엠스,053160.KS
코나아이,052400.KS
메디콕스,054180.KS
더테크놀로지,043090.KS
비트플래닛,049470.KS
지에스이,053050.KS
아이디스홀딩스,054800.KS
코데즈컴바인,047770.KS
안랩,053800.KS
신한지주,055550.KS
YTN,040300.KS
CMG제약,058820.KS
JYP Ent.,035900.KS
KCC건설,021320.KS
세동,053060.KS
프로텍,053610.KS
액토즈소프트,052790.KS
세코닉스,053450.KS
바이넥스,053030.KS
오성첨단소재,052420.KS
코웨이,021240.KS
태양,053620.KS
오션인더블유,052300.KS
유아이엘,049520.KS
대원미디어,048910.KS
중앙첨단소재,051980.KS
세아홀딩스,058650.KS
CJ프레시웨이,051500.KS
파인디앤씨,049120.KS
디지아이,043360.KS
코텍,052330.KS
한네트,052600.KS
에스티큐브,052020.KS
티에스넥스젠,043220.KS
큐로홀딩스,051780.KS
피노,033790.KS
나라엠앤디,051490.KS
에코바이오,038870.KS
에이텍,045660.KS
대아티아이,045390.KS
캠시스,050110.KS
현대바이오랜드,052260.KS
SFA반도체,036540.KS
LG생활건강,051900.KS
LG화학,051910.KS
대우건설,047040.KS
포스코인터내셔널,047050.KS
한화오션,042660.KS
삼표시멘트,038500.KS
진양화학,051630.KS
HLB이노베이션,024850.KS
SM C&C,048550.KS
승일,049830.KS
TPC,048770.KS
코메론,049430.KS
빌리언스,044480.KS
삼화네트웍스,046390.KS
성광벤드,014620.KS
유라테크,048430.KS
삼현철강,017480.KS
오픈베이스,049480.KS
라온시큐어,042510.KS
삼양케이씨아이,036670.KS
오로라,039830.KS
금화피에스시,036190.KS
코다코,046070.KS
인바디,041830.KS
고려제약,014570.KS
크린앤사이언스,045520.KS
KD,044180.KS
이글벳,044960.KS
아즈텍WB,032080.KS
두산에너빌리티,034020.KS
오리콤,010470.KS
위닉스,044340.KS
상지건설,042940.KS
한국내화,010040.KS
엔피케이,048830.KS
삼천당제약,000250.KS
에이치케이,044780.KS
정원엔시스,045510.KS
한양이엔지,045100.KS
누리플렉스,040160.KS
에쎈테크,043340.KS
국순당,043650.KS
엘컴텍,037950.KS
이오테크닉스,039030.KS
상상인,038540.KS
서울제약,018680.KS
HLB파나진,046210.KS
나노엔텍,039860.KS
오공,045060.KS
알파AI,043100.KS
비츠로테크,042370.KS
코아시아,045970.KS
정상제이엘에스,040420.KS
진양제약,007370.KS
KT지니뮤직,043610.KS
진성티이씨,036890.KS
현대에이치티,039010.KS
삼아제약,009300.KS
파루,043200.KS
에스씨디,042110.KS
한국정보공학,039740.KS
디오,039840.KS
네오위즈홀딩스,042420.KS
다산네트웍스,039560.KS
바이오스마트,038460.KS
우리기술,032820.KS
안국약품,001540.KS
세중,039310.KS
우리기술투자,041190.KS
케이바이오,038530.KS
HRS,036640.KS
에스에이엠티,031330.KS
위즈코프,038620.KS
이건홀딩스,039020.KS
파인디지털,038950.KS
나이스정보통신,036800.KS
SG&G,040610.KS
아이에이,038880.KS
에스넷,038680.KS
에스엠,041510.KS
아이티센엔텍,010280.KS
쎄니트,037760.KS
대성미생물,036480.KS
에코플라스틱,038110.KS
케이엠더블유,032500.KS
화성밸브,039610.KS
경남스틸,039240.KS
마크로젠,038290.KS
희림,037440.KS
레드캡투어,038390.KS
솔브레인홀딩스,036830.KS
에프에스티,036810.KS
코맥스,036690.KS
EG,037370.KS
감성코퍼레이션,036620.KS
성도이엔지,037350.KS
제일테크노스,038010.KS
한세예스24홀딩스,016450.KS
무림SP,001810.KS
세종텔레콤,036630.KS
심텍홀딩스,036710.KS
파세코,037070.KS
KZ정밀,036560.KS
SGC E&C,016250.KS
서희건설,035890.KS
주성엔지니어링,036930.KS
케이티알파,036030.KS
대성홀딩스,016710.KS
다우데이타,032190.KS
동진쎄미켐,005290.KS
선광,003100.KS
에이치엠넥스,036170.KS
제이에스티나,026040.KS
지더블유바이텍,036180.KS
한국팩키지,037230.KS
삼지전자,037460.KS
우리엔터프라이즈,037400.KS
대원제약,003220.KS
한국가스공사,036460.KS
네패스,033640.KS
인지디스플레,037330.KS
위지트,036090.KS
유니셈,036200.KS
유성티엔에스,024800.KS
코리아나,027050.KS
골드앤에스,035290.KS
서울평가정보,036120.KS
서울전자통신,027040.KS
대성창투,027830.KS
예림당,036000.KS
미래아이앤지,007120.KS
CJ ENM,035760.KS
이지홀딩스,035810.KS
기산텔레콤,035460.KS
화천기공,000850.KS
팜스코,036580.KS
케이티앤지,033780.KS
HD한국조선해양,009540.KS
디씨엠,024090.KS
바른손이앤에이,035620.KS
솔본,035610.KS
시공테크,020710.KS
신일제약,012790.KS
조아제약,034940.KS
AK홀딩스,006840.KS
HS애드,035000.KS
대한유화,006650.KS
백산,035150.KS
체시스,033250.KS
인성정보,033230.KS
그래디언트,035080.KS
동국산업,005160.KS
매일홀딩스,005990.KS
해성산업,034810.KS
자화전자,033240.KS
케이티,030200.KS
엑시큐어하이트론,019490.KS
제일기획,030000.KS
한국정보통신,025770.KS
파라텍,033540.KS
동성화인텍,033500.KS
스틱인베스트먼트,026890.KS
케이씨,029460.KS
드래곤플라이,030350.KS
엠케이전자,033160.KS
엠투엔,033310.KS
제이씨현시스템,033320.KS
포스코엠텍,009520.KS
스페코,013810.KS
좋은사람들,033340.KS
대원화성,024890.KS
로젠,033290.KS
모아텍,033200.KS
코콤,015710.KS
E1,017940.KS
SK가스,018670.KS
다우기술,023590.KS
영보화학,014440.KS
제룡전기,033100.KS
제이엠아이,033050.KS
디지틀조선,033130.KS
바이온,032980.KS
와이지-원,019210.KS
특수건설,026150.KS
아이즈비전,031310.KS
SKC,011790.KS
동일기연,032960.KS
소프트센,032680.KS
원익,032940.KS
원풍물산,008290.KS
한국주강,025890.KS
삼진,032750.KS
더라미,032860.KS
비트컴퓨터,032850.KS
엠젠솔루션,032790.KS
판타지오,032800.KS
디와이덕양,024900.KS
에쓰씨엔지니어링,023960.KS
인지컨트롤스,023800.KS
유비케어,032620.KS
피델릭스,032580.KS
TJ미디어,032540.KS
휴맥스홀딩스,028080.KS
삼일,032280.KS
경동인베스트,012320.KS
뉴인텍,012340.KS
아이티센씨티에스,031820.KS
에스제이엠홀딩스,025530.KS
오스템,031510.KS
디에이치엑스컴퍼니,031860.KS
피에스케이홀딩스,031980.KS
SK하이닉스,000660.KS
INVENI,015360.KS
MH에탄올,023150.KS
동남합성,023450.KS
삼성E&A,028050.KS
신도리코,029530.KS
온타이드,005320.KS
퍼시스,016800.KS
세보엠이씨,011560.KS
한일단조,024740.KS
WISCOM,024070.KS
동원수산,030720.KS
미래산업,025560.KS
다올투자증권,030210.KS
양지사,030960.KS
HDC,012630.KS
광전자,017900.KS
한국단자공업,025540.KS
원익홀딩스,030530.KS
한글과컴퓨터,030520.KS
메이슨캐피탈,021880.KS
광무,029480.KS
대호특수강,021040.KS
디아이,003160.KS
신성이엔지,011930.KS
티에이치엔,019180.KS
한온시스템,018880.KS
HLB,028300.KS
팜스토리,027710.KS
블루산업개발,006740.KS
세원정공,021820.KS
유니온,000910.KS
키다리스튜디오,020120.KS
한국제지,027970.KS
한섬,020000.KS
현대엘리베이터,017800.KS
환인제약,016580.KS
삼보판지,023600.KS
삼목에스폼,018310.KS
에이스침대,003800.KS
원익큐브,014190.KS
계룡건설산업,013580.KS
서원,021050.KS
에스원,012750.KS
태경산업,015890.KS
리드코프,012700.KS
유니슨,018000.KS
아난티,025980.KS
광진실업,026910.KS
인터엠,017250.KS
신대양제지,016590.KS
와이투솔루션,011690.KS
남해화학,025860.KS
동원금속,018500.KS
성안머티리얼스,011300.KS
성우하이텍,015750.KS
대신정보통신,020180.KS
서부T&D,006730.KS
HMM,011200.KS
경인양행,012610.KS
풀무원,017810.KS
서울도시가스,017390.KS
이구산업,025820.KS
동신건설,025950.KS
동화기업,025900.KS
에넥스,011090.KS
에이프로젠,007460.KS
차AI헬스케어,025620.KS
한국카본,017960.KS
신라에스지,025870.KS
케이씨피드,025880.KS
한탑,002680.KS
한국선재,025550.KS
DH오토웨어,025440.KS
시노펙스,025320.KS
PN풍년,024940.KS
삼천리자전거,024950.KS
메디앙스,014100.KS
KBI메탈,024840.KS
경창산업,024910.KS
대륙제관,004780.KS
동원개발,013120.KS
세원물산,024830.KS
케이피에프,024880.KS
KPX케미칼,025000.KS
TP,007980.KS
에스엠벡셀,010580.KS
KB오토시스,024120.KS
신원종합개발,017000.KS
흥구석유,024060.KS
대한약품,023910.KS
이화공영,001840.KS
풍국주정,023900.KS
대림제지,017650.KS
대한광통신,010170.KS
동일스틸럭스,023790.KS
플레이위드,023770.KS
한국캐피탈,023760.KS
한일사료,005860.KS
KC그린홀딩스,009440.KS
문배철강,008420.KS
웅진,016880.KS
모베이스전자,012860.KS
국영지앤엠,006050.KS
유진기업,023410.KS
제이스코홀딩스,023440.KS
보성파워텍,006910.KS
브이티,018290.KS
태광,023160.KS
HL D&I,014790.KS
오뚜기,007310.KS
일정실업,008500.KS
와이엠,007530.KS
엘에스일렉트릭,010120.KS
신라섬유,001000.KS
원일특강,012620.KS
서한,011370.KS
대양금속,009190.KS
이화산업,000760.KS
동원시스템즈,014820.KS
바른손,018700.KS
부방,014470.KS
삼성중공업,010140.KS
모토닉,009680.KS
화신,010690.KS
소노스퀘어,007720.KS
THE CUBE&,013720.KS
유니크,011320.KS
진로발효,018120.KS
삼보산업,009620.KS
푸드웰,005670.KS
푸른저축은행,007330.KS
피제이전자,006140.KS
베뉴지,019010.KS
엠에스씨,009780.KS
삼화페인트공업,000390.KS
경동나비엔,009450.KS
대동금속,020400.KS
대원산업,005710.KS
큐캐피탈,016600.KS
한국가구,004590.KS
디모아,016670.KS
중앙에너비스,000440.KS
DB,012030.KS
SGC에너지,005090.KS
삼륭물산,014970.KS
대림바스,005750.KS
경동제약,011040.KS
원풍,008370.KS
네이처셀,007390.KS
삼일기업공사,002290.KS
일지테크,019540.KS
한일화학,007770.KS
한국알콜,017890.KS
대주산업,003310.KS
글로본,019660.KS
대한해운,005880.KS
세명전기,017510.KS
휴니드테크놀러지스,005870.KS
수산세보틱스,017550.KS
에이티넘인베스트,021080.KS
롯데케미칼,011170.KS
대동기어,008830.KS
세아베스틸지주,001430.KS
호텔신라,008770.KS
태경비케이,014580.KS
화승코퍼레이션,013520.KS
신흥,004080.KS
화승인더스트리,006060.KS
극동유화,014530.KS
고려산업,002140.KS
피에스텍,002230.KS
대현,016090.KS
케이비아이동국실업,001620.KS
광명전기,017040.KS
부산산업,011390.KS
STX,011810.KS
고려아연,010130.KS
이렘,009730.KS
팜젠사이언스,004720.KS
무림페이퍼,009200.KS
현대차증권,001500.KS
금비,008870.KS
대동전자,008110.KS
원림,005820.KS
서흥,008490.KS
성문전자,014910.KS
HLB글로벌,003580.KS
일진홀딩스,015860.KS
대영포장,014160.KS
영화금속,012280.KS
신풍제약,019170.KS
동성제약,002210.KS
카스,016920.KS
아센디오,012170.KS
한올바이오파마,009420.KS
하이록코리아,013030.KS
유니켐,011330.KS
대창,012800.KS
일성건설,013360.KS
까뮤이앤씨,013700.KS
보락,002760.KS
선도전기,007610.KS
씨아이테크,004920.KS
광동제약,009290.KS
갤럭시아에스엠,011420.KS
남성,004270.KS
KISCO홀딩스,001940.KS
태영건설,009410.KS
한국특강,007280.KS
한솔로지스틱스,009180.KS
삼양통상,002170.KS
SK텔레콤,017670.KS
진양폴리우레탄,010640.KS
미창석유공업,003650.KS
삼익THK,004380.KS
미원상사,002840.KS
서연,007860.KS
SBI인베스트먼트,019550.KS
세우글로벌,013000.KS
현대모비스,012330.KS
KG케미칼,001390.KS
아진전자부품,009320.KS
현대해상,001450.KS
현대지에프홀딩스,005440.KS
한국전력공사,015760.KS
국도화학,007690.KS
녹십자,006280.KS
SIMPAC,009160.KS
윌비스,008600.KS
대창단조,015230.KS
사조산업,007160.KS
한익스프레스,014130.KS
사조동아원,008040.KS
경인전자,009140.KS
무림P&P,009580.KS
인디에프,014990.KS
디와이,013570.KS
방림,003610.KS
DKME,015590.KS
한솔케미칼,014680.KS
퍼스텍,010820.KS
플루토스,019570.KS
동원산업,006040.KS
대덕,008060.KS
한성기업,003680.KS
모헨즈,006920.KS
이스타코,015020.KS
태림포장,011280.KS
아세아제지,002310.KS
화천기계,010660.KS
CJ씨푸드,011150.KS
SHD,001770.KS
조일알미늄,018470.KS
에스엘,005850.KS
영원무역홀딩스,009970.KS
더존비즈온,012510.KS
보령,003850.KS
이건산업,008250.KS
모나리자,012690.KS
대구백화점,006370.KS
우성,006980.KS
유성기업,002920.KS
한일철강,002220.KS
삼익악기,002450.KS
HS화성,002460.KS
DN오토모티브,007340.KS
보해양조,000890.KS
상상인증권,001290.KS
혜인,003010.KS
금강공업,014280.KS
플레이그램,009810.KS
율촌화학,008730.KS
신원,009270.KS
동방,004140.KS
한국쉘석유,002960.KS
부광약품,003000.KS
풍산홀딩스,005810.KS
부국증권,001270.KS
계양전기,012200.KS
한솔테크닉스,004710.KS
DB증권,016610.KS
한미사이언스,008930.KS
삼진제약,005500.KS
POSCO홀딩스,005490.KS
범양건영,002410.KS
파미셀,005690.KS
동국홀딩스,001230.KS
대원전선,006340.KS
이수화학,005950.KS
삼성증권,016360.KS
삼영무역,002810.KS
한양증권,001750.KS
금호석유화학,011780.KS
유안타증권,003470.KS
제일파마홀딩스,002620.KS
에이엔피,015260.KS
한창제지,009460.KS
넥센,005720.KS
삼성공조,006660.KS
세방전지,004490.KS
진원생명과학,011000.KS
참엔지니어링,009310.KS
한국무브넥스,010100.KS
코스모신소재,005070.KS
덕성,004830.KS
신영증권,001720.KS
유진증권,001200.KS
유화증권,003460.KS
한신기계공업,011700.KS
코스모화학,005420.KS
가온전선,000500.KS
S-Oil,010950.KS
한화에어로스페이스,012450.KS
삼화전자공업,011230.KS
현대제철,004020.KS
써니전자,004770.KS
현대비앤지스틸,004560.KS
사조오양,006090.KS
한화투자증권,003530.KS
삼화전기,009470.KS
SK증권,001510.KS
평화홀딩스,010770.KS
일신석재,007110.KS
KG스틸,016380.KS
아이에스동서,010780.KS
SH에너지화학,002360.KS
대한화섬,003830.KS
코리아써키트,007810.KS
신세계,004170.KS
OCI홀딩스,010060.KS
삼일제약,000520.KS
인스코비,006490.KS
일성아이에스,003120.KS
현대건설,000720.KS
TCC스틸,002710.KS
에이프로젠바이오로직스,003060.KS
F&F 홀딩스,007700.KS
아남전자,008700.KS
GS건설,006360.KS
삼아알미늄,006110.KS
한국전자홀딩스,006200.KS
삼성SDI,006400.KS
삼성전기,009150.KS
동부건설,005960.KS
케이씨티시,009070.KS
코오롱글로벌,003070.KS
빙그레,005180.KS
녹십자홀딩스,005250.KS
시알홀딩스,000480.KS
현대약품,004310.KS
남양유업,003920.KS
남선알미늄,008350.KS
한국화장품제조,003350.KS
현대코퍼레이션,011760.KS
LS,006260.KS
SK네트웍스,001740.KS
경농,002100.KS
티웨이홀딩스,004870.KS
동방아그로,007590.KS
송원산업,004430.KS
진흥기업,002780.KS
한국석유공업,004090.KS
천일고속,000650.KS
대원강업,000430.KS
만호제강,001080.KS
조광피혁,004700.KS
세방,004360.KS
KBI동양철관,008970.KS
대유에이텍,002880.KS
남광토건,001260.KS
삼영전자공업,005680.KS
신영와코루,005800.KS
오리엔트바이오,002630.KS
조비,001550.KS
한국공항,005430.KS
조광페인트,004910.KS
SB성보,003080.KS
삼천리,004690.KS
조흥,002600.KS
금양,001570.KS
사조대림,003960.KS
비비안,002070.KS
SNT다이내믹스,003570.KS
한신공영,004960.KS
농심,004370.KS
삼영,003720.KS
성신양회,004980.KS
신라교역,004970.KS
신풍,002870.KS
종근당홀딩스,001630.KS
크라운해태홀딩스,005740.KS
한독,002390.KS
SG글로벌,001380.KS
SK디스커버리,006120.KS
샘표,007540.KS
흥아해운,003280.KS
GS글로벌,001250.KS
금호건설,002990.KS
삼부토건,001470.KS
삼화콘덴서공업,001820.KS
페이퍼코리아,001020.KS
동양,001520.KS
한화,000880.KS
JW중외제약,001060.KS
영풍,000670.KS
PKC,001340.KS
성창기업지주,000180.KS
한창,005110.KS
삼화왕관,004450.KS
KR모터스,000040.KS
고려제강,002240.KS
태양금속공업,004100.KS
SUN&L,002820.KS
DRB동일,004840.KS
넥센타이어,002350.KS
SG세계물산,004060.KS
롯데정밀화학,004000.KS
동화약품,000020.KS
DL,000210.KS
LX인터내셔널,001120.KS
국제약품,002720.KS
태광산업,003240.KS
부산주공,005030.KS
CS홀딩스,000590.KS
DB하이텍,000990.KS
대림통상,006570.KS
유유제약,000220.KS
강남제비스코,000860.KS
대신증권,003540.KS
NH투자증권,005940.KS
미래에셋증권,006800.KS
신일전자,002700.KS
삼성제약,001360.KS
삼성화재해상보험,000810.KS
삼양식품,003230.KS
한화손해보험,000370.KS
NI스틸,008260.KS
일동홀딩스,000230.KS
대동,000490.KS
오리온홀딩스,001800.KS
깨끗한나라,004540.KS
태원물산,001420.KS
코오롱,002020.KS
삼성전자,005930.KS
DH오토넥스,000300.KS
BYC,001460.KS
KG모빌리티,003620.KS
SPC삼립,005610.KS
흥국화재,000540.KS
일양약품,007570.KS
한진,002320.KS
한국수출포장공업,002200.KS
현대자동차,005380.KS
모나미,005360.KS
한화솔루션,009830.KS
아세아,002030.KS
카프로,006380.KS
롯데지주,004990.KS
대한방직,001070.KS
서울식품공업,004410.KS
LS네트웍스,000680.KS
금호전기,001210.KS
하이트진로홀딩스,000140.KS
노루홀딩스,000320.KS
기아,000270.KS
효성,004800.KS
CJ,001040.KS
두산,000150.KS
휴스틸,005010.KS
DB손해보험,005830.KS
TYM,002900.KS
대웅,003090.KS
진양산업,003780.KS
영진약품,003520.KS
케이씨씨,002380.KS
롯데칠성음료,005300.KS
일신방직,003200.KS
아모레퍼시픽홀딩스,002790.KS
제주은행,006220.KS
한솔홀딩스,004150.KS
벽산,007210.KS
롯데손해보험,000400.KS
대한제분,001130.KS
대상,001680.KS
LG,003550.KS
동아쏘시오홀딩스,000640.KS
코리안리,003690.KS
한국주철관공업,000970.KS
한일홀딩스,003300.KS
엔피씨,004250.KS
세아제강지주,003030.KS
대한전선,001440.KS
대한제당,001790.KS
삼양홀딩스,000070.KS
세기상사,002420.KS
한국앤컴퍼니,000240.KS
전방,000950.KS
대한항공,003490.KS
디아이동일,001530.KS
유한양행,000100.KS
CJ대한통운,000120.KS
경방,000050.KS
유수홀딩스,000700.KS
한진중공업홀딩스,003480.KS
